partition,index,nodegr,black,hisp,age_20s,age_30s,age_40s,age_50s,educ,married,u74,u75,Treatment,Outcome,Propensity,Proba_if_Treated,Proba_if_Untreated,CATE,Recommendation
train,153,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.9768251048190489e-01,9.8719573020935059e-01,9.1680920124053955e-01,7.0386528968811035e-02,0.0000000000000000e+00
train,154,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9768251048190489e-01,7.1397948265075684e-01,5.9681493043899536e-01,1.1716455221176147e-01,0.0000000000000000e+00
train,155,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.3000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.9328727778598613e-01,9.2228811979293823e-01,6.8389463424682617e-01,2.3839348554611206e-01,1.0000000000000000e+00
train,156,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.2896836156794690e-01,7.5765627622604370e-01,6.5057963132858276e-01,1.0707664489746094e-01,0.0000000000000000e+00
train,157,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0777387395160825e-01,6.6514468193054199e-01,5.7500422000885010e-01,9.0140461921691895e-02,0.0000000000000000e+00
train,158,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2896836156794690e-01,7.5765627622604370e-01,6.5057963132858276e-01,1.0707664489746094e-01,0.0000000000000000e+00
train,159,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,3.1977419831855181e-01,5.9004485607147217e-01,5.7295423746109009e-01,1.7090618610382080e-02,0.0000000000000000e+00
train,160,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,1,0,1.4000000000000000e+01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,7.4277009446464781e-01,9.8974716663360596e-01,6.2671083211898804e-01,3.6303633451461792e-01,1.0000000000000000e+00
train,161,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.1977419831855181e-01,6.9739371538162231e-01,5.9536534547805786e-01,1.0202836990356445e-01,0.0000000000000000e+00
train,162,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,8.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,4.1284945273351376e-01,3.6376139521598816e-01,8.0324614048004150e-01,-4.3948474526405334e-01,0.0000000000000000e+00
train,163,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.0777387395160825e-01,6.6514468193054199e-01,5.7500422000885010e-01,9.0140461921691895e-02,0.0000000000000000e+00
train,164,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.2035734374304751e-01,6.9610530138015747e-01,6.2967139482498169e-01,6.6433906555175781e-02,0.0000000000000000e+00
train,165,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.9768251048190489e-01,7.1397948265075684e-01,5.9681493043899536e-01,1.1716455221176147e-01,0.0000000000000000e+00
train,166,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,5.2197310716758660e-01,6.3351559638977051e-01,8.8523787260055542e-01,-2.5172227621078491e-01,0.0000000000000000e+00
train,167,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.2435434213366565e-01,5.6444448232650757e-01,6.7772483825683594e-01,-1.1328035593032837e-01,0.0000000000000000e+00
train,168,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.2000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.9853125135459547e-01,9.8981827497482300e-01,8.8416469097137451e-01,1.0565358400344849e-01,0.0000000000000000e+00
train,169,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.1977419831855181e-01,6.9739371538162231e-01,5.9536534547805786e-01,1.0202836990356445e-01,0.0000000000000000e+00
train,170,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.1977419831855181e-01,5.9004485607147217e-01,5.7295423746109009e-01,1.7090618610382080e-02,0.0000000000000000e+00
train,171,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.2435434213366565e-01,5.6444448232650757e-01,6.7772483825683594e-01,-1.1328035593032837e-01,0.0000000000000000e+00
train,172,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0271789569782246e-01,5.6789040565490723e-01,6.0445088148117065e-01,-3.6560475826263428e-02,0.0000000000000000e+00
train,173,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.2000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.1446098379762336e-01,6.5594965219497681e-01,7.5523096323013306e-01,-9.9281311035156250e-02,0.0000000000000000e+00
train,174,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,8.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.3361560748699054e-01,4.1973605751991272e-01,8.6351162195205688e-01,-4.4377556443214417e-01,0.0000000000000000e+00
train,175,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,8.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,3.3361560748699054e-01,4.1973605751991272e-01,8.6351162195205688e-01,-4.4377556443214417e-01,0.0000000000000000e+00
train,176,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.2435434213366565e-01,9.7648674249649048e-01,7.1918004751205444e-01,2.5730669498443604e-01,1.0000000000000000e+00
train,177,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.4524470612585506e-01,7.4216401576995850e-01,8.2990854978561401e-01,-8.7744534015655518e-02,0.0000000000000000e+00
train,178,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.2000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9853125135459547e-01,7.5889474153518677e-01,4.5330956578254700e-01,3.0558517575263977e-01,1.0000000000000000e+00
train,179,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.2000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.9853125135459547e-01,7.5889474153518677e-01,4.5330956578254700e-01,3.0558517575263977e-01,1.0000000000000000e+00
train,180,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4051824477777259e-01,7.4237579107284546e-01,5.6702619791030884e-01,1.7534959316253662e-01,1.0000000000000000e+00
train,181,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,3.1977419831855181e-01,5.9004485607147217e-01,5.7295423746109009e-01,1.7090618610382080e-02,0.0000000000000000e+00
train,182,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.3000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.9328727778598613e-01,9.2228811979293823e-01,6.8389463424682617e-01,2.3839348554611206e-01,1.0000000000000000e+00
train,183,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.0271789569782246e-01,5.6789040565490723e-01,6.0445088148117065e-01,-3.6560475826263428e-02,0.0000000000000000e+00
train,184,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,5.2197310716758660e-01,6.3351559638977051e-01,8.8523787260055542e-01,-2.5172227621078491e-01,0.0000000000000000e+00
train,185,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8629559411899589e-01,9.4444704055786133e-01,4.0676456689834595e-01,5.3768247365951538e-01,1.0000000000000000e+00
train,186,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.3000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.9328727778598613e-01,9.2228811979293823e-01,6.8389463424682617e-01,2.3839348554611206e-01,1.0000000000000000e+00
train,187,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.4051824477777259e-01,7.4237579107284546e-01,5.6702619791030884e-01,1.7534959316253662e-01,1.0000000000000000e+00
train,188,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.2547702292521966e-01,6.8175941705703735e-01,8.2064855098724365e-01,-1.3888913393020630e-01,0.0000000000000000e+00
train,189,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.9747687606382017e-01,9.9277049303054810e-01,6.9933748245239258e-01,2.9343301057815552e-01,1.0000000000000000e+00
train,190,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,6.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4300706192933872e-01,8.1865042448043823e-01,2.9617565870285034e-01,5.2247476577758789e-01,1.0000000000000000e+00
train,191,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.0271789569782246e-01,5.6789040565490723e-01,6.0445088148117065e-01,-3.6560475826263428e-02,0.0000000000000000e+00
train,192,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.2000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,5.2197310716758660e-01,6.3351559638977051e-01,8.8523787260055542e-01,-2.5172227621078491e-01,0.0000000000000000e+00
train,193,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,5.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.2818362619662048e-01,8.7483167648315430e-01,4.3862980604171753e-01,4.3620187044143677e-01,1.0000000000000000e+00
train,194,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0271789569782246e-01,5.6789040565490723e-01,6.0445088148117065e-01,-3.6560475826263428e-02,0.0000000000000000e+00
train,195,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.8129827484087090e-01,8.3040857315063477e-01,5.6153666973114014e-01,2.6887190341949463e-01,1.0000000000000000e+00
train,196,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0474542545474654e-01,7.1629160642623901e-01,5.9531861543655396e-01,1.2097299098968506e-01,1.0000000000000000e+00
train,197,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.9768251048190489e-01,7.1397948265075684e-01,5.9681493043899536e-01,1.1716455221176147e-01,0.0000000000000000e+00
train,198,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1977419831855181e-01,6.9739371538162231e-01,5.9536534547805786e-01,1.0202836990356445e-01,0.0000000000000000e+00
train,199,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,0,1,0,1.4000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,6.7263507112395438e-01,9.8974519968032837e-01,5.3498238325119019e-01,4.5476281642913818e-01,1.0000000000000000e+00
train,200,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,5.0998861153814501e-01,7.0249134302139282e-01,7.8118008375167847e-01,-7.8688740730285645e-02,0.0000000000000000e+00
train,201,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.4000000000000000e+01,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,5.9538758830871741e-01,5.9855616092681885e-01,9.5320498943328857e-01,-3.5464882850646973e-01,0.0000000000000000e+00
train,202,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.1977419831855181e-01,5.9004485607147217e-01,5.7295423746109009e-01,1.7090618610382080e-02,0.0000000000000000e+00
train,203,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.2000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9853125135459547e-01,7.5889474153518677e-01,4.5330956578254700e-01,3.0558517575263977e-01,1.0000000000000000e+00
train,204,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,4.2547702292521966e-01,6.8175941705703735e-01,8.2064855098724365e-01,-1.3888913393020630e-01,0.0000000000000000e+00
train,205,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,8.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.1284945273351376e-01,3.6376139521598816e-01,8.0324614048004150e-01,-4.3948474526405334e-01,0.0000000000000000e+00
train,206,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,8.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.3361560748699054e-01,4.1973605751991272e-01,8.6351162195205688e-01,-4.4377556443214417e-01,0.0000000000000000e+00
train,207,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0,0,0,0,6.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,2.0764054625238040e-01,9.8668426275253296e-01,8.7441813945770264e-01,1.1226612329483032e-01,0.0000000000000000e+00
train,208,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,8.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9128046257059773e-01,9.1011083126068115e-01,8.9530505239963531e-02,8.2058030366897583e-01,1.0000000000000000e+00
train,209,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.0271789569782246e-01,5.6789040565490723e-01,6.0445088148117065e-01,-3.6560475826263428e-02,0.0000000000000000e+00
train,210,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.1000000000000000e+01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.9782861984205309e-01,9.5570552349090576e-01,7.3906421661376953e-01,2.1664130687713623e-01,1.0000000000000000e+00
train,211,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.2000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.1446098379762336e-01,6.5594965219497681e-01,7.5523096323013306e-01,-9.9281311035156250e-02,0.0000000000000000e+00
train,212,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.9768251048190489e-01,7.1397948265075684e-01,5.9681493043899536e-01,1.1716455221176147e-01,0.0000000000000000e+00
train,213,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.0271789569782246e-01,5.6789040565490723e-01,6.0445088148117065e-01,-3.6560475826263428e-02,0.0000000000000000e+00
train,214,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,2.4891353487571741e-01,9.9098294973373413e-01,9.1680920124053955e-01,7.4173748493194580e-02,0.0000000000000000e+00
train,215,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.3000000000000000e+01,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,6.0043081477991544e-01,5.6213557720184326e-01,9.9300789833068848e-01,-4.3087232112884521e-01,0.0000000000000000e+00
train,216,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0777387395160825e-01,6.6514468193054199e-01,5.7500422000885010e-01,9.0140461921691895e-02,0.0000000000000000e+00
train,217,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.2547702292521966e-01,6.8175941705703735e-01,8.2064855098724365e-01,-1.3888913393020630e-01,0.0000000000000000e+00
train,218,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8680961262055937e-01,6.1237293481826782e-01,5.5537277460098267e-01,5.7000160217285156e-02,0.0000000000000000e+00
train,219,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.0000000000000000e+01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,4.0286461767500359e-01,9.2603373527526855e-01,7.2816574573516846e-01,1.9786798954010010e-01,1.0000000000000000e+00
train,220,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,6.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,3.4300706192933872e-01,4.7885090112686157e-01,7.4014484882354736e-01,-2.6129394769668579e-01,0.0000000000000000e+00
train,221,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,3.1977419831855181e-01,6.9739371538162231e-01,5.9536534547805786e-01,1.0202836990356445e-01,0.0000000000000000e+00
train,222,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2435434213366565e-01,7.4653965234756470e-01,5.6379717588424683e-01,1.8274247646331787e-01,1.0000000000000000e+00
train,223,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,7.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.3829540665010555e-01,6.0958844423294067e-01,8.5845738649368286e-01,-2.4886894226074219e-01,0.0000000000000000e+00
train,224,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,1,0,1.1000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,5.8730287116830027e-01,6.6702902317047119e-01,5.8558744192123413e-01,8.1441581249237061e-02,0.0000000000000000e+00
train,225,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,9.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.3061273382273885e-01,9.1947805881500244e-01,8.1583446264266968e-01,1.0364359617233276e-01,0.0000000000000000e+00
train,226,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,4.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,3.7422277422051176e-01,9.8929846286773682e-01,2.7382034063339233e-01,7.1547812223434448e-01,1.0000000000000000e+00
train,227,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,1.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.2547702292521966e-01,6.8175941705703735e-01,8.2064855098724365e-01,-1.3888913393020630e-01,0.0000000000000000e+00
train,228,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1,0,0,0,9.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,5.5405228571122322e-01,9.3996638059616089e-01,4.6110427379608154e-01,4.7886210680007935e-01,1.0000000000000000e+00
train,229,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,1.0000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2435434213366565e-01,7.4653965234756470e-01,5.6379717588424683e-01,1.8274247646331787e-01,1.0000000000000000e+00
